text,y_true,y_pred,prob_pos,pred_conf,is_error,tok_len,is_truncated,unk_ratio,has_contrast,has_negation,error_type,comment
"On assignment in scenic Italy, beautiful lip-synching Lana Turner (as Fredda Barlo) meets older singer and prince Ezio Pinza (as Mr. Imperium). The two fall in love, while enjoying the pretty Italian countryside. Unhappily, Mr. Pinza is called away to his Kingly father's death bed, leaving Lana in the lurch. Twelve years later, Ms. Turner is a Los Angeles actress, about to make a motion picture about falling in love with a King. Turner is being romanced by co-star Barry Sullivan, who wants to marry her - then, King Pinza re-enters her life <br /><br />""Mr. Imperium"" provides a tired storyline for sex symbol Turner and debuting bass vocalist Pinza, who appeared for several decades with the New York Metropolitan Opera. Pinza likely earned his MGM feature film career after appearing in the hugely successful stage production of ""South Pacific"" (1949). The cast album, and Pinza's golden ""Some Enchanted Evening"" single, sold millions. Supporting casters Marjorie Main, Cedric Hardwicke, and Debbie Reynolds give the film a even greater sense of wasted resources.<br /><br />*** Mr. Imperium (1951) Don Hartman ~ Lana Turner, Ezio Pinza, Barry Sullivan",0,1,0.6322128176689148,0.6322128176689148,True,,,,,,,
"I watched Cold Mountain and the English Patient again this weekend. The former is a Civil War melodrama about Inman (Jude Law), a Confederate soldier who deserts the army to return to Ada Monroe (Nicole Kidman) a girl he barely knows. Both films were lovingly directed by Anthony Minghella who does an exceptional job. Although, Cold Mountain is very good it could have been a great movie with the right casting and less folksy, backwoods dialog.<br /><br />Romantic epics need a convincing heroine. The English Patient, had Kristin Scott Thomas who was perfectly cast as the smart, alluring and beautiful Katherine Clifton. The main problem with Cold Mountain is Ada who seems silly and dim-witted and lacks that quality would make you believe that Inman could become obsessed after one kiss. As an actress Kidman has a limited range, she usually plays stern-faced women who face adversity with stoicism. Kidman was also too old to play the ingénue and Law's love interest. The film needed a young actress who could play charming, warm and vulnerable. For someone who was supposedly enduring hardship and near starvation she seemed ridiculously well-fed and over-dressed. Kidman was so impeccably groomed that it looked like she had spent three hours getting made-up for each scene. Michele Pfieffer in her younger days could have played the part perfectly. Even Natalie Portman would have been an improvement.<br /><br />Renee Zelleweger was more appropriately attired but her animated performance chewed the scenery but maybe she was trying to compensate for Kidman. Jude Law was in his own silent movie in the Odysseus role, but played his part well. Ray Winstone was excellent as the London/Southern villain.<br /><br />During the Civil War, people were probably not very well educated by today's standards and maybe they did speak in monosyllables. However if you watch BBC adaptations of Dickens, Austen or Mrs. Gaskill everyone is articulate. Maybe this is unrealistic but it would improved my entertainment.",1,0,0.4590643048286438,0.5409356951713562,True,337.0,True,0.01953125,,,,
This is definitely one of the best Kung fu movies in the history of Cinema. The screenplay is really well done (which is not often the case for this type of movies) and you can see that Chuck (in one of his first role)is a great actor. The final fight with the sherif deputy in the bullring is a masterpiece!,0,1,0.9958158135414124,0.9958158135414124,True,,,,,,,
"I just saw this for the first time in 10 or 15 years...maybe close to 20. In some ways, it was better than I remembered...in other, it was MUCH worse.<br /><br />First of all, there's the music. It's just plain awful. There are only 5 songs in the movie, most of them used more than once. The opening song is shrieked by a chorus of annoying children, and the disco-y title track is performed by Rick Dees. It doesn't get any worse than that. Even the background music is terrible, with much of it repeating the themes of the other nauseating tunes. We also get some truly lame slapstick, mostly in the opening credits.<br /><br />On the other hand, Bill Murray is spot on brilliant as usual...you have to wonder if he ad-libbed the whole thing, or if the writers just gave him all the funny lines. Or maybe he's just that great- turning a weak script into comic genius. The best part are his surreal PA announcements. (""Lobsters...get out of here...you're a menace!"")<br /><br />You also get a lot more character development than you have any right to expect in a movie like this. At least half the characters seem like real people...and mostly real people you would like to have around. Even ""Spaz"" gets to do a more than any other Eddie Deezen-type character ever did, and when he gets the girl, it's plausible. (She's not absurdly hot, but he doesn't automatically pair up with one of the nerd girls- see ""Revenge Of The Nerds"" for examples of both cinematic phenomenons.)<br /><br />And when the plot seems clichéd...well, ya gotta wonder if it wasn't a cliché yet when they made this. While it wasn't the first summer camp movie- ya gotta go back at least to ""The Parent Trap""- it's certainly the movie that made it it's own genre. In fact, I was surprised that there was no Talent Show scene...""Wet Hot American Summer"" spoofed the summer-camp genre so perfectly, I just assumed everything in it came straight out of Meatballs. (I also half-expected Jon Cryer to pull up in a convertible with a chimp, thanks to ""Mr. Show's"" epic camp-olympiad spoof ""Monk Academy"") <br /><br />Anyway, this one seems to be vanishing a little as far as the late-70's/early 80's comedies- it's not a cable staple anymore, and certainly doesn't have the cult following of Caddyshack or Animal House. I was pleased to catch it on Showtime today- and in High Definition at that! Sure, it's pretty awful in spots, but you could do a lot worse in a 70's/80's teen comedy. And again, Murray is a genius.",1,0,0.002453526481986,0.9975464940071106,True,,,,,,,
"A quick glance at the premise of this film would seem to indicate just another dumb '80's inbred/backwood slash-fest; the type where sex equals death and the actors are all annoying stereotypes you actually want to die. However, ""JBD"" delivers considerably more.<br /><br />Rather than focus on bare flesh and gore (though there is a little of each- no sex however), the flick focuses on delivering impending dread/mounting tension amidst a lovely scenic backdrop. These feelings are further heightened by a cast of realistically likable characters and antagonists that are more amoral than cardboard definitions of evil. Oh yeah- George Kennedy is here too and when is that not a good thing? <br /><br />If you liked ""Wrong Turn"", then watch this to see where much of its' methodology came from.",1,0,0.0151352472603321,0.9848647117614746,True,,,,,,,
"""All men are guilty,"" says the chief of the police. ""They're born innocent but it doesn't last."" Add this bit of nihilism to Jean-Pierre Melville's fascination with the idea of the crook's code of honor and you have Le Cercle Rouge. This code of honor among crooks, however, is not simply a cliché; it's a figment of the imagination even when film moralists -- realistic moralists by their viewpoint, romantic moralists by most others' -- began to make movies on the subject. Their theme is that it isn't what one does, but how one does it. We most often wind up with stories all about experienced men with their own sense of honor, stories where fate, fatalism and the code run things. <br /><br />For most of humanity, except screen writers and movie directors, this would seriously get in the way of living one's life, raising one's children and being a good friend. This mannered fatalism is something of a self-indulgent notion. Le Cercle Rouge is, in my view, a classic film for people who may secretly enjoy the adventure of just missing the last bus home. But where Melville's Le Samourai - Criterion Collection, in my opinion, is style dominating story, Le Cercle Rouge manages the great trick of combining style with a strong story and with compelling actors. The point of the movie, in my view, is nonsense...but the movie itself is a first-class experience. <br /><br />Melville's hopeless tale of three crooks -- Cory (Alain Delon), Vogel (Gian-Maria Volonte) and Jansen (Yves Montand) - is based on a bit of wisdom which is, maybe, attributed to the Buddha: That all men who are destined to meet, will...along with their destiny they cannot change. Maybe, because some believe Melville himself came up with the wording if not the thought. Either way, we know right at the start that this movie will not end happily, will depend upon fate and coincidence to set things up for us, and will leave us recalling the nihilistic philosophies we discovered and loved when we were in high school. Once Corey and Vogel meet and then gather in the unique talents of Jansen, we are off on a one-way ride to rob an exclusive, heavily protected jewelry story on the Place Vendome. The tension arises because we not only know the French police are after Vogel, we also realize that some determined crooks are after Corey. <br /><br />The great pleasure of the movie, for me, came from admiring the work that Delon, Volonte and Montand brought to their characters, and the intelligent ruthlessness that Andre Bouvril brought to his character, the police captain Mattei. Melville hooked me as he developed these characters and their own situations; he built me up emotionally and then released me when he brought me to appreciate their probable fate and let me see see it happen. Melville establishes his set pieces -- the escape from the train, the escape from the woods, the later shootout in the woods, the meetings with Mattei and a man who refuses to inform -- with intriguing possibilities. He builds tension in all these cases by taking his time; a rare trait in movie making and an even rarer trait now. And Melville takes the time to build up Mattei as an individual. Mattei is a rueful, experienced man. He's a loner. He has a set routine when he returns to his apartment -- he greets his three cats affectionately, he draws his bath and while the tub is filling he sets out food for them. I don't know who Mattei is destined to meet, but I hope it's someone who likes cats. <br /><br />Nihilism is always fashionable among some creative people and some critics. In most cases, I think it's a much harder task to set nihilism aside and to simply live one's life without damaging too many people. (And that's even more challenging to show compellingly in a film.) Le Cercle Rouge is a movie which, for me, tells me little, but it is in its own way, I think, a beautifully put together film.",1,0,0.4155190587043762,0.5844809412956238,True,701.0,True,0.02734375,,,,
"Saw the film at the closing gala of the Ealing Film Festival in West London(England). Enjoyed it immensely. Although the Crow & the Chinese Policeman don't appear, and Dan Milligan becomes Dan Madigan (played by Sean Hughes (I)). The interaction between Dan and the Author (Writer/Director) voiced/played by Lord Richard Attenborough, works very well.<br /><br />The rumour is that Lord Attenborough and Elliott Gould (as Dr. Goldstein) appeared in the film for just a pint of beer.<br /><br />Spike was shown the film, on video before he died and by all accounts enjoyed it immensely.",1,0,0.4952431619167328,0.5047568678855896,True,100.0,False,0.02,True,False,,
I went into the movie expecting a little action mixed with a strong story line. I understand that changes between written works and movies must be made...for many reasons.<br /><br />The changing of the relationship between the scientists ( they were father - daughter in the book) The Director of CERN was eliminated thus causing the scene between the Carmelengo and the Director to be changed to the Carmelengo and the head of the Swiss Guard in the Pope's office.<br /><br />Ron Howard made sure to get his dad inserted as a Cardinal with a hayseed accent but missed all the symbolism. Both Lagdon and the Carmelengo ascended to the heavens in the helicopter with Hanks character landing in the river and the priest landing upon the chapel in what was described as a Christ-like image.<br /><br />At some point this film needs to be remade by a director who is up to the job,0,1,0.8315483927726746,0.8315483927726746,True,159.0,False,0.0440251572327044,True,False,,
"This is a simple episode ad so far after watching all of the Season 11 episodes (with the exception of the Imaginationland trilogy) this is the one that made laugh the most, definitely is my favourite so far of Season 11. So basically Cartman sees at a toy store a kid who has the Tourette's syndrome and a new idea comes to Cartman. You can imagine, now Cartman has Tourette's syndrome and is great since Kyle once he knows about this is like ""he's faking"". Cartman is certainly on fire, saying whatever he wants to the teachers, to the principal, to anybody. On the other hand we have Kyle who now is the intolerant one, basically for saying that Cartman was faking he was taken to meet children with Tourette's syndrome just to let him see that Tourette's syndrome is for real and is great since Kyle is like ""well maybe someone is faking to have Tourette's for fun"", in short Kyle could not explain that Cartman was faking. Probably my favourite scene of this episode is when Cartman is with Kyle's family but right after this scene another kid fins that Cartman is simply faking, the kid with Tourette's who was at the toy store, Cartman basically said to that kid this: ""isn't having Tourette's awesome"". But to be saying whatever he wants and be for everybody a brave boy is sort of just the beginning for Cartman, his master plan: going on National TV to say anything he wants (""people will call it brilliant TV, they'll probably give me an Emmy""- fantastic, in this episode the word ""s***"" is used 26 times and certainly that's not all. South Park won an Emmy like a month or so before this episode aired). But here there's a twist, Cartman basically removed all the bricks of the wall, he says now everything without thinking so we hear from Cartman that he wet his bed last night, now is not fun for Cartman and he is like ""I can't control what I say"" and certainly the person who was with him is like ""well of course you can't control what you say, you have Tourette's"" so Cartman is like ""my Tourette's has gotten worse, before I just blurted out cool stuff about Jews being lame and stuff but now it's gotten really bad"". There is also stuff about Chris Hansen and To Catch a Predator, actually what happened with a pervert here happens with a lot more perverts, Kyle and Thomas were behind that to stop Cartman, Kyle ends being Cartman's saviour! Fantastic!<br /><br />TSA VOICES CONCERN Over ""South Park"" October 3rd Episode <br /><br />On Wednesday, October 3, the cable network Comedy Central will air an episode of the animated series ""South Park"" in which one of the young characters, Cartman, ""gets"" Tourette Syndrome. Given the nature of this program, we fully expect it to be offensive and insensitive to people with TS and garner numerous calls and emails from our members and the TS community.<br /><br />We have already taken some pre-emptive strikes, such as requesting that Comedy Central air our Public Service Announcement (featuring comedian Richard Lewis) during or after the show. In addition, once the episode airs and we are able to see exactly how TS is portrayed, we will be able to respond with specific issues and problems we have with the show to the writers.<br /><br />""We are actually surprised it took the creators so long to use TS as comedy fodder in this program, since no disability, illness or controversial topic is off limits to them,"" said Judit Ungar, President, TSA.<br /><br />""We always see portrayals of TS (good and bad) as an opportunity for awareness and education, and a show of this magnitude and popularity is certainly no exception and provides a way for TSA to spread factual information about the disorder,"" said Tracy Colletti- Flynn, Manager of Public Relations and Communications, TSA.<br /><br />We will be posting an official statement on this site with TSA's reaction to the program after the show airs.<br /><br />TSA RESPONDS to ""South Park"" Episode <br /><br />Unfortunately, as has been the case with far too many media portrayals of people with Tourette Syndrome (TS), the season opener of South Park (""Le Petit Tourette,"" 10-3-07) served to perpetuate even further the outright myth that most of those affected by TS have involuntary outbursts of foul language. In point of fact, fully 85-90% of people with TS never experience this tragically socially stigmatizing symptom (medically termed coprolalia). For viewers less familiar with the symptoms of this neurological disorder, the misleading take away message couldn't have been clearer  unless you curse, you don't have TS. <br /><br />Despite our pre-airing trepidations, we do concede that the episode was surprisingly well- researched. The highly exaggerated emphasis on coprolalia notwithstanding, for the attentive viewer, there was a surprising amount of accurate information conveyed. The scripted input from parents, a neurologist, peers and the therapy session with the ""TS children's support group"" all served as a clever device for providing these facts to the public. ""No doubt this South Park episode did generate increased national awareness about TS. Nevertheless, we are very concerned that school children with TS will be mocked and even bullied by insensitive peers who may have seen the program,"" said Judit Ungar, TSA President. ""We realize that for over a decade the writers' satirical parodies have spared no group be they celebrities, the disabled or political figures. The fact that TS was the subject of a popular TV show attests to the fact that the public is so much more aware of the disorder. Obviously, this increased awareness we've worked too hard to accomplish can at times prove to be a double-edged sword."" <br /><br />TSA contacted the program's executives prior to the airing, and we will be in touch with them again. Perhaps we'll succeed in turning this into an opportunity for positive TS awareness.",1,0,0.2119491994380951,0.7880508303642273,True,1026.0,True,0.07421875,,,,
"I wish I could have voted this movie a ten, it's that funny. If they had intended for it to be that funny I would have given it a ten. I have to give it a 1, but it's the funniest darn 1 you'll ever want to watch. See the giant blur flash across the screen! Where did it come from? What is it? It flies, it terrifies, it's electrifying, it's on strings! This bird has real personality. I was about ten when I saw it for the first time, and when Big Bird appeared on Sesame Street, I was sure they were one and the same!",0,1,0.986152172088623,0.986152172088623,True,,,,,,,
"""A research scientist is experimenting with human DNA in an attempt to create the perfect human being. His work has made it to the point where he can take a human fetus and accelerate its growth to that of an adult within a few days. His latest creation is a (spoiler omitted), but side effects from the process (spoiler omitted),"" according to the DVD sleeve's synopsis.<br /><br />""Embryo"" opens by promising: ""The film you are about to see is not all science fiction. It is based upon medical technology which currently exists for fetal growth outside the womb. It could be a possibility tomorrow or today,"" according to Dr. Charles M. Brinkman III. Right. And, Dr. Joyce Brothers appears, later, at a party with Roddy McDowall.<br /><br />First, we see Rock Hudson (as Dr. Paul Holliston) light a cigarette and drive recklessly (watch that speedometer!) during a storm; unfortunately, he hits a dog. Mr. Hudson takes the wounded canine home. He learns it is pregnant, and manages to save the life of one of the puppies, due to his experimental knowledge of fetal growth. What this really boils down to is that Hudson uses an experimental drug to grow the embryo, so that it can survive outside the mother's womb. The dog, ""Number One"", grows to adult-size rapidly, and is passed off as its mother.<br /><br />Hudson lives with his sister-in-law Diane Ladd (as Martha Douglas); since his wife Nicole, also a doctor, died in another car accident. Ms. Ladd seems more emotionally stable about Nicole's death than Hudson, who survived the crash that killed his wife. Things begin to get creepy when Hudson's dog shows an intelligence level far above any normal dog. Then, Hudson decides to use his accelerated embryo growth on a human, Barbara Carrera (as Victoria Spencer).<br /><br />Hudson and the cast try their best; but, the ""Embryo"" storyline is wretchedly absurd nonsense. If you take away her silly opening and closing scenes, Ms. Carrera's valiant characterization almost works; she might have been a bigger star, if offered better films than this. The infantile ending suggests a sequel; but, happily, the idea was aborted.",0,1,0.6726408004760742,0.6726408004760742,True,370.0,True,0.03515625,True,True,,
"""When I die, someone will bury me. And if they don't, what's the difference. Who gives a damn, huh?"" Thus the philosophy of life (or lack there of) is summed up once and for all in this less than classic but nevertheless fun spin off of Sergio Leone's ""Dollars Trilogy."" In the opening scene, three obviously evil gunmen ride into a western town and, with menacing glares, they intimidate all the pathetic normal people hiding in their homes. The observant watcher will notice that each of these three bears a striking resemblance to characters from Leone's For A Few Dollars More. There is one guy in Eastwood's poncho, one in Lee Van Cleef's black suit, and one seeming to act like Gian Marie Volonte's Indio. But this movie is not about these guys. No sooner do they ride into town when they are gunned down by someone even cooler than they, a mysterious bounty hunter known simply as the Stranger.<br /><br />No. this is an altogether different story.<br /><br />In an obvious copying of Leone's The Good, the Bad, and the Ugly, three gunmen are again vying for a hidden treasure. Once again there is the bounty hunter and the Mexican bandit. The Stranger (George Hilton) is a supercool bounty hunter with a penchant for shooting people while dressed up like a priest. He is after the reward for the bandit Monetero (Gilbert Roland). But when Monetero's gang steals three hundred thousand in gold coins, the Stranger gets sidetracked from his normal line of work.<br /><br />To round off the trio there is Edd Byrne's corrupt bank executive, Clayton. He too wants the money for himself. But after the money is hidden away, the only man who knows where it is gets shot. Now the only clue to the hiding place is a medallion that shows a family crest. The game is too find the treasure before anyone else does. And any gun can play.<br /><br />With plenty of gunfights, fist fights, and double crosses, the action takes these three to the ultimate showdown ripoff, a three way draw for the hidden treasure ala The Good, the Bad, and the Ugly -- but with a twist.<br /><br />This movie is not as good as Leone's films, of course, but in the end who gives a damn, huh? This movie is fun -- 60s nihilism, spaghetti western style. There are no rules, no enduring loyalties, and no right or wrong -- just the treasure and whatever it takes to get it. And, though the movie is not classic, the ending surely is. Hey, maybe we all can get along after all, for a hundred thousand a piece.<br /><br />If you like spaghetti westerns, check this one out. It is fast, furious, and worth the look. My name is Evren Buyruk from Crestline California",1,0,0.0341126807034015,0.9658873677253724,True,486.0,True,0.03515625,,,,
"Good grief sethrp-1, you COMPLETELY missed the point. The girl was only seen briefly specifically BECAUSE she was the one who was going to kill herself...everyone else was so wrapped up in their own stories they didn't notice her, nor did we. As one of the other students says at the end - we're all so wrapped up in our own problems we don't notice what's going on for someone else. <br /><br />The director himself said if he had killed off one of the others, it would've suggested their problems were worse than someone else's. The whole point of killing Kelly was that she was unnoticed by all of us. Get it now??",1,0,0.0016919804038479,0.9983080625534058,True,,,,,,,
"This is the best 3-D experience Disney has at their themeparks. This is certainly better than their original 1960's acid-trip film that was in it's place, is leagues better than ""Honey I Shrunk The Audience"" (and far more fun), barely squeaks by the MuppetVision 3-D movie at Disney-MGM and can even beat the original 3-D ""Movie Experience"" Captain EO. This film relives some of Disney's greatest musical hits from Aladdin, The Little Mermaid, and others, and brought a smile to my face throughout the entire show. This is a totally kid-friendly movie too, unlike ""Honey..."" and has more effects than the spectacular ""MuppetVision""",1,0,0.3868823051452636,0.6131176948547363,True,,,,,,,
"How much can you really say about a condom with teeth? The plot was really out there, but it was something campy to see on a Friday night. The story has a lot of unexpected twists, and it's a great way to offend all you're conservative friends!",0,1,0.9869810938835144,0.9869810938835144,True,,,,,,,
"As usual, leader Leo Gorcey (as Slip Mahoney) and ""The Bowery Boys"" are hard-pressed for cash. After unsuccessfully trying to sell their old jalopy, the lads look for help at the local bank. There, hapless Huntz Hall (as Sach) has his picture taken by pretty photographer Teala Loring (as Cathy Smith). But, since the shot was snapped during a robbery, it makes Mr. Hall look like the prime suspect. With pals Bobby Jordan (as Bobby), William ""Billy"" Benedict (as Whitey), and David Gorcey (as Chuck); Mr. Gorcey wants to clear Hall, and collect the $1,000 reward money. ""Bowery Bombshell"" goes through the motions, with Ms. Loring a main strength.<br /><br />**** Bowery Bombshell (7/20/46) Phil Karlson ~ Leo Gorcey, Huntz Hall, Teala Loring, Bobby Jordan",0,1,0.8338116407394409,0.8338116407394409,True,123.0,False,0.12195121951219512,,,,
"Lois Weber's film ""Hypocrites"" was and still kind of is a very bold and daring film. I enjoyed it and was very impressed by the filming and story of it. The priest sees the hypocrisy of the people in his church and tries to show them the ""naked"" truth. The people are appalled when he reveals the naked statue portraying truth, after failing to lead them to it and the few that did, help along the way. The people do not want to face the truth that they are doing anything wrong, but it shows them putting things before God, going to beach parties acting inappropriate, their materialistic ways, and other things in which the people of our world do that tend to not be morally right. In the end, failing to gain any followers, he must enter into the gates of heaven alone. This film seems to me to be very bold, in the fact that a naked woman is shown throughout it, especially considering the time period in which this film was made. The imagery and symbolism portrayed in this movie I found incredible. The way they made the naked woman translucent and using a naked woman to symbolize the naked truth shows a lot of creativity and art. Showing the different sins of the people as they walked down the road and refused to follow along the path, each with different excuses, setbacks, and/or higher priorities, was a great way of representing the people of today. This film does a very good job of getting the moral message across to its audience. Lois Weber has a tremendous way of capturing her spectators' attention with her creativity, symbolism, visuals, and through auditory. Even the music of the piano throughout this film is very beautiful and fitting with the whole theme.",0,1,0.9934287667274476,0.9934287667274476,True,,,,,,,
"Nothing is worse than the genocides of our world's history. This film attempts to describe the horror faced by one particular family - a common narrative device - in the atomic bomb world of Hiroshima. The most memorable parts are the graphic and saddening images that the people of Hiroshima face in the aftermath of war. The story, however, becomes more concerned with the effect on a specific group of people and how they cope with getting on with their lives; in other words, if you don't really care about them, the film grows boring. It's hard not to care, though, when a family's homeland is wrecked. I'm not sure if I would recommend this film, because it says very little politically and, honestly, did not keep my interest in the family's troubles.",1,0,0.0155990067869424,0.9844009280204772,True,,,,,,,
"I watched this episode a lot of times because I didn't get how Prue died. This is what happened. Prue, Piper, and Phoebe try and save their innocent,A Doctor, because Shax wants to kill him. Phoebe goes upstairs to look in The Book Of Shadows while Prue and Piper are protecting their innocent. Shax appears while Phoebe is still upstairs, so Shax throw an energy ball at the doctor but Prue pushes him out of the way and Prue get hit in the chest with it and smashes against the wall, same with Piper. So Phoebe comes downstairs and says the spell, since it was only Phoebe who said it and not the power of three Shax only got wounded. Phoebes calls Leo to heal Piper and Prue. So Leo heals them. Phoebe went into the Underworld to find Cole, meanwhile Prue and Piper are looking for Shax in the streets. Piper and Prue see Shax and Piper uses her Power to Blow up Shax, meanwhile a New reporter got it all on tape. So its all over the new about the three powerful Halliwell sisters, meanwhile Phoebe doesn't know anything because she is still in the Underworld. There's Repoters and people all over the Halliwell house. Then a maniac comes in the house and says ""Can I be Part Of Your Coven?"" and Prue says ""No this is our house get out of here!"" and Prue uses her powers to throw her out. As the maniac come out of the house crying saying ""There Mean Witches"". The maniac gets so mad that she shoots Piper right through the stomach. Prue get in her car and trays to go to the hospital but people won't let her through ,so Prue uses her powers to move people out of the way, making people wanna kill her more. They got to the hospital but Piper didn't make it. Meanwhile Phoebe is in the Underworld.Phoebe finds out that they have been exposed, so Phoebe asks Cole to ask the source if he can reverse time.The Source says he will only reverse time if Phoebe promises to stay here in The Underworld, so Cole told Phoebe what the source told him. Phoebe says ""What would Make him think i would make a deal like that?"" and then Cole says, ""So you can save one of your sisters lives."" Leo goes to the hospital to find out the Piper really is dead so he tells Phoebe that its true. Then Phoebe agrees to stay only if Cole will go back to warn Piper and Prue about the exposer and death of Piper. Back at the hospital SWAT is about the shoot Prue, but the second before they do time is rewound back when they were at the manor with the doctor but this time Phoebe wasn't there to call Leo to heal Prue and Piper, so the doctor get throw in the wall too. The doctor died and so did Prue. But this is what I didn't get, if Piper was throw against the wall too how come only Prue died? Why did they not show Leo come and heal Piper and Leo trying to heal Prue? If you know the answer please e-mail me at angelpuss924@yahoo.com PS. I miss Prue but I like Paige too and i'm glad the show continued",1,0,0.3308320641517639,0.6691679358482361,True,571.0,True,0.109375,,,,
"'Ernest Saves Christmas' is comedian Ernest's Christmas special film. In this film, Ernest has to find a successor to Santa Claus in order for Christmas to continue. Along the way, he meets a young girl who is a thief and who ends up stealing something very important of Santa's (I won't tell you what that is; you'll just have to watch the film for yourself). Like most Ernest films, there is a lot of slapstick humor involved.<br /><br />This film is probably one of Ernest's best films. It's funny, and it has some important lessons to learn regarding friendship and family and not being afraid to show love. It's not the best Christmas film around, but it is a good one to get you in the Christmas spirit. It's a little bit sad that the film is a little dated now.",0,1,0.9868659377098083,0.9868659377098083,True,,,,,,,
"Another direct to video movie from Disney, that is essentially perfect for the kids. The problem with Kronk's New Groove I find is that everything that made the first movie a fun great ride is replaced with a more sad and sombre film. In this movie, Kronk learns a great deal of lessons at many others' expenses. It takes away much time that could be spent at creating a more enjoyable film.<br /><br />Kronk's New Groove deals with two stories: Yzma returns for payback and one Ms. Birdwell hopes to defeat Kronk's camp counseling championship. This all leads up to Kronk confronting his father and his disapproval over his son's direction in life.<br /><br />From Lord of the Rings to Michael Jackson's Thriller, Kronk's New Groove recycles every bit of time that it allows to entertain its viewers. If you loved the original, or are looking forward to the upcoming TV series about Kuzco, I recommend Kronk to his loyal fans.",0,1,0.9883146286010742,0.9883146286010742,True,,,,,,,
"I a huge fan of when it comes to Doctor Who series and still am, But I was very disappointed when i began to watch this new series.<br /><br />Children under the age of 15, or even better under the age of 10 will probably will enjoy it the best, and possibly new fans who haven't seen any of the original series, But as far as fans of the original series, will find this series missing much of the charm the made the original series so great, It took David Tennant to get me to Appreciate how Much better Christoper Eccellestion was as a Doctor in the 1st season.<br /><br />I would only recommend this series for people who haven't seen much of the original series, people who are under 15, and EXTREMELY DIE HARD who fans, everyone else will just get a laugh and mumble curse words about Russel T. Davies screwed up one of our favorite TV shows.",0,1,0.9839592576026917,0.9839592576026917,True,,,,,,,
"Have you ever tried a kind of food that your friend made, and then said to yourself, ""wow, that was not a good mix""? Well, that is how I felt after watching this film.<br /><br />Many viewers will be left highly uncomfortable with this weird mix of crime and very, very corny comedy. Its almost like watching Mr. Rogers play a ruthless gangster, very weird. Some things just don't mix and this film clearly proves that.<br /><br />There are some very good performances here, as Dean Stockwell, Mercedes Ruhle, and Alec Baldwin are all excellent, but that doesn't make up for the lack of balance and symmetry in the film.<br /><br />Jonathan Demme has done some excellent work in films such as Silence of the Lambs and Philadelphia, but seems to be out of his element with this one.",0,1,0.7271488904953003,0.7271488904953003,True,144.0,False,0.006944444444444444,True,True,,
"a real hoot, unintentionally. sidney portier's character is so sweet and lovable you want to smack him. nothing about this movie rings true. and it's boring to boot.",0,1,0.5222402811050415,0.5222402811050415,True,,,,,,,
"When THE PUFFY CHAIR beckons, beware of its soft, colorful upholstery.<br /><br />The movie starts out quite well. Josh (Mark Duplass) and Emily (Kathryn Aselton) are a boyfriend-girlfriend couple having a bit of a tough time with their relationship. An argument occurs one night and in order to make up, Josh asks Emily to come along on a roadtrip to his father's house where Josh plans to deliver a purplish LazyBoy recliner for his dad's birthday. Emily accepts and along the way they pick up Josh's flighty brother Rhett (Rhett Wilkins), an Amish-looking fellow more in touch with other peoples' lives than his own.<br /><br />The roadtrip quickly devolves into more squabbling between Josh and Emily, as well as a bitter feeling for The Puffy Chair (it is initially very grubby and falling apart until Josh ""convinces"" the original owner to refurbish it). Rhett quickly ascertains that the cause of all of Emily and Josh's problems is the LazyBoy and sets it to the torch one night ...<br /><br />And that's the last we hear of the chair, even though there are many minutes left in the film.<br /><br />The big issue is that the title of the film is The Puffy Chair, when it isn't the chair at all that takes center-stage. It is Josh and Emily's doomed relationship and how the roadtrip seals their feelings for one another. Once the chair is destroyed, there's never another mention of it, even though they arrive at Josh's parents place on his father's birthday without a gift. Josh never mentions the chair, nor does his father. There's no connection between it and the lives of these people. So why call the movie The Puffy Chair and why isn't there a tie-in with it at the end? Bad script.<br /><br />The other annoying thing is that Mark Duplass' brother, Jay Duplass, is not only the director but also the cameraman (and not a very good). Nearly every scene has a rapid zoom-in on the characters that goes grainy and out of focus before the camera's autofocus catches up and rights itself. Initially this took on a quaint and artistic feel, but rapidly became unbearable.<br /><br />The acting in the film is accessible and entertaining. All of the actors/actresses did fine jobs. But the poor production quality, stilted ending, and lack of coherency to the title caused this flick too many problems.",0,1,0.9221489429473876,0.9221489429473876,True,423.0,True,0.07421875,,,,
